 0.90 380 4.70 0.0031 5.000e-06 0.0031 4.453e-12
 0.90 380 4.80 0.0031 5.000e-06 0.0031 4.121e-12
 0.90 380 4.90 0.0031 5.000e-06 0.0031 3.819e-12
 0.90 380 5.00 0.0030 5.000e-06 0.0030 3.545e-12
 0.90 380 5.10 0.0030 5.000e-06 0.0030 3.295e-12
 0.90 380 5.20 0.0030 5.000e-06 0.0030 3.066e-12
 0.90 380 5.30 0.0030 5.000e-06 0.0030 2.858e-12
 0.90 380 5.40 0.0029 5.000e-06 0.0029 2.667e-12
 0.90 380 5.50 0.0029 5.000e-06 0.0029 2.492e-12
 0.90 400 1.10 0.3922 2.698e-06 0.0354 1.928e-09
 0.90 400 1.20 0.3077 2.828e-06 0.0311 9.881e-10
 0.90 400 1.30 0.2440 2.915e-06 0.0275 6.312e-10
 0.90 400 1.40 0.1949 3.002e-06 0.0245 4.416e-10
 0.90 400 1.50 0.1568 3.089e-06 0.0219 3.254e-10
 0.90 400 1.60 0.1269 3.176e-06 0.0198 2.483e-10
 0.90 400 1.70 0.1033 3.263e-06 0.0180 1.943e-10
 0.90 400 1.80 0.0846 3.349e-06 0.0164 1.552e-10
 0.90 400 1.90 0.0696 3.436e-06 0.0151 1.259e-10
 0.90 400 2.00 0.0576 3.523e-06 0.0139 1.035e-10
 0.90 400 2.10 0.0480 3.610e-06 0.0128 8.612e-11
 0.90 400 2.20 0.0401 3.697e-06 0.0119 7.235e-11
 0.90 400 2.30 0.0338 3.740e-06 0.0111 6.132e-11
 0.90 400 2.40 0.0286 3.827e-06 0.0103 5.238e-11
 0.90 400 2.50 0.0243 3.914e-06 0.0097 4.505e-11
 0.90 400 2.60 0.0208 3.958e-06 0.0091 3.900e-11
 0.90 400 2.70 0.0179 4.044e-06 0.0086 3.395e-11
 0.90 400 2.80 0.0155 4.088e-06 0.0081 2.971e-11
 0.90 400 2.90 0.0135 4.175e-06 0.0076 2.613e-11
 0.90 400 3.00 0.0119 4.218e-06 0.0072 2.308e-11
 0.90 400 3.10 0.0105 4.262e-06 0.0069 2.047e-11
 0.90 400 3.20 0.0094 4.348e-06 0.0065 1.823e-11
 0.90 400 3.30 0.0084 4.392e-06 0.0062 1.629e-11
 0.90 400 3.40 0.0076 4.435e-06 0.0059 1.461e-11
 0.90 400 3.50 0.0069 4.522e-06 0.0056 1.314e-11
 0.90 400 3.60 0.0063 4.566e-06 0.0054 1.185e-11
 0.90 400 3.70 0.0058 4.609e-06 0.0052 1.072e-11
 0.90 400 3.80 0.0054 4.653e-06 0.0049 9.723e-12
 0.90 400 3.90 0.0050 4.739e-06 0.0047 8.840e-12
 0.90 400 4.00 0.0047 4.783e-06 0.0045 8.057e-12
 0.90 400 4.10 0.0045 4.826e-06 0.0044 7.359e-12
 0.90 400 4.20 0.0043 4.870e-06 0.0042 6.736e-12
 0.90 400 4.30 0.0041 4.913e-06 0.0040 6.178e-12
 0.90 400 4.40 0.0039 4.957e-06 0.0039 5.677e-12
 0.90 400 4.50 0.0038 5.000e-06 0.0038 5.227e-12
 0.90 400 4.60 0.0036 5.000e-06 0.0036 4.821e-12
 0.90 400 4.70 0.0035 5.000e-06 0.0035 4.453e-12
 0.90 400 4.80 0.0034 5.000e-06 0.0034 4.121e-12
 0.90 400 4.90 0.0034 5.000e-06 0.0034 3.819e-12
 0.90 400 5.00 0.0033 5.000e-06 0.0033 3.545e-12
 0.90 400 5.10 0.0032 5.000e-06 0.0032 3.295e-12
 0.90 400 5.20 0.0032 5.000e-06 0.0032 3.066e-12
 0.90 400 5.30 0.0031 5.000e-06 0.0031 2.858e-12
 0.90 400 5.40 0.0031 5.000e-06 0.0031 2.667e-12
 0.90 400 5.50 0.0031 5.000e-06 0.0031 2.492e-12
 0.90 420 1.10 0.5774 2.568e-06 0.0427 1.928e-09
 0.90 420 1.20 0.4591 2.655e-06 0.0375 9.881e-10
 0.90 420 1.30 0.3689 2.741e-06 0.0332 6.312e-10
 0.90 420 1.40 0.2987 2.828e-06 0.0296 4.416e-10
 0.90 420 1.50 0.2433 2.959e-06 0.0266 3.254e-10
 0.90 420 1.60 0.1993 3.045e-06 0.0240 2.483e-10
 0.90 420 1.70 0.1641 3.089e-06 0.0218 1.943e-10
 0.90 420 1.80 0.1358 3.176e-06 0.0199 1.552e-10
 0.90 420 1.90 0.1129 3.263e-06 0.0183 1.259e-10
 0.90 420 2.00 0.0942 3.349e-06 0.0168 1.035e-10
 0.90 420 2.10 0.0790 3.393e-06 0.0156 8.612e-11
 0.90 420 2.20 0.0666 3.480e-06 0.0144 7.235e-11
 0.90 420 2.30 0.0563 3.567e-06 0.0135 6.132e-11
 0.90 420 2.40 0.0478 3.610e-06 0.0126 5.238e-11
 0.90 420 2.50 0.0408 3.697e-06 0.0118 4.505e-11
 0.90 420 2.60 0.0350 3.740e-06 0.0111 3.900e-11
 0.90 420 2.70 0.0301 3.827e-06 0.0104 3.395e-11
 0.90 420 2.80 0.0260 3.871e-06 0.0098 2.971e-11
 0.90 420 2.90 0.0226 3.914e-06 0.0093 2.613e-11
 0.90 420 3.00 0.0197 4.001e-06 0.0088 2.308e-11
 0.90 420 3.10 0.0173 4.044e-06 0.0083 2.047e-11
 0.90 420 3.20 0.0152 4.088e-06 0.0079 1.823e-11
 0.90 420 3.30 0.0135 4.175e-06 0.0075 1.629e-11
 0.90 420 3.40 0.0120 4.218e-06 0.0072 1.461e-11
 0.90 420 3.50 0.0107 4.262e-06 0.0069 1.314e-11
 0.90 420 3.60 0.0097 4.305e-06 0.0066 1.185e-11
 0.90 420 3.70 0.0088 4.392e-06 0.0063 1.072e-11
 0.90 420 3.80 0.0080 4.435e-06 0.0060 9.723e-12
 0.90 420 3.90 0.0073 4.479e-06 0.0058 8.840e-12
 0.90 420 4.00 0.0067 4.522e-06 0.0055 8.057e-12
